Атакующий_1_ID;Атакующий_2_ID;Атакующий_3_ID;Атакующий_4_ID;Атакующий_5_ID;Винрейт_%;Всего_Боев;Средние_Баннеры;Сезон;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;95;307;61.34;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;95;187;57.58;Season 72 - 5v5;;
MAZKANATA;ENFYSNEST;ITHANO;QUIGGOLD;SM33;94;114;59.68;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;91;191;59.06;Season 72 - 5v5;;
MAZKANATA;ITHANO;KIX;QUIGGOLD;SM33;91;341;56.28;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;91;534;55.74;Season 72 - 5v5;;
MAZKANATA;ENFYSNEST;ITHANO;KIX;QUIGGOLD;89;251;54.19;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;89;154;56.66;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;QUIGGOLD;SM33;89;528;56.43;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;89;885;56.68;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;88;559;56.85;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;87;156;55.45;Season 72 - 5v5;;
MAZKANATA;ENFYSNEST;ITHANO;KIX;QUIGGOLD;84;111;51.22;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;83;112;53.41;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;79;222;50.91;Season 72 - 5v5;;
MAZKANATA;ITHANO;KIX;QUIGGOLD;SM33;78;144;51.04;Season 72 - 5v5;;
MAZKANATA;ITHANO;KIX;QUIGGOLD;SM33;75;378;49.26;Season 72 - 5v5;;
MAZKANATA;ITHANO;KIX;QUIGGOLD;SM33;75;198;49.2;Season 72 - 5v5;;
MAZKANATA;HONDO;ITHANO;KIX;QUIGGOLD;73;151;46.07;Season 72 - 5v5;;
MAZKANATA;ITHANO;KIX;QUIGGOLD;SM33;70;530;45.37;Season 72 - 5v5;;
DASHRENDAR;IG11;KUIIL;L3_37;YOUNGCHEWBACCA;100;214;60.67;Season 72 - 5v5;;
DASHRENDAR;IG11;KUIIL;L3_37;YOUNGCHEWBACCA;100;214;60.67;Season 72 - 5v5;;
DASHRENDAR;ENFYSNEST;IG11;KUIIL;YOUNGCHEWBACCA;100;151;61.17;Season 72 - 5v5;;
DASHRENDAR;ENFYSNEST;HONDO;L3_37;YOUNGCHEWBACCA;99;213;59.85;Season 72 - 5v5;;
DASHRENDAR;IG11;KUIIL;L3_37;YOUNGCHEWBACCA;92;149;58.42;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;100;303;64.73;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;100;303;64.73;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;100;163;59.69;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;99;531;63.05;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;98;743;62.28;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;98;377;63.35;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;97;113;59.97;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;96;278;62.02;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;94;136;61.71;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;92;123;59.47;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;90;120;58.37;Season 72 - 5v5;;
COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;HANSOLO;89;101;56.25;Season 72 - 5v5;;
KELLERANBEQ;KIADIMUNDI;MACEWINDU;BOSSNASS;BOOMADIER;100;307;65.97;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;GRANDMASTERYODA;KIADIMUNDI;MACEWINDU;100;244;64.91;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;GRANDMASTERYODA;KELLERANBEQ;KIADIMUNDI;100;227;64.94;Season 72 - 5v5;;
QUIGONJINN;AAYLASECURA;ANAKINKNIGHT;KIADIMUNDI;MACEWINDU;100;167;64.93;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KIADIMUNDI;MACEWINDU;PLOKOON;100;159;64.96;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KIADIMUNDI;MACEWINDU;SHAAKTI;100;139;64.96;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;100;131;60.55;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;99;525;63.42;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;99;323;63.1;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;99;371;60.61;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;PLOKOON;99;319;64.6;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;99;1097;64.46;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;SHAAKTI;99;225;64.4;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;98;281;58.9;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;GRANDMASTERYODA;KIADIMUNDI;MACEWINDU;97;163;62.77;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;PLOKOON;97;291;62.66;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;SHAAKTI;97;174;62.59;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;GRANDMASTERYODA;KELLERANBEQ;KIADIMUNDI;96;176;61.97;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;91;289;56.31;Season 72 - 5v5;;
QUIGONJINN;AAYLASECURA;ANAKINKNIGHT;KIADIMUNDI;MACEWINDU;90;160;57.1;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;86;708;55.66;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;81;162;51.41;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;GRANDMASTERYODA;KIADIMUNDI;MACEWINDU;77;178;48.96;Season 72 - 5v5;;
QUIGONJINN;ANAKINKNIGHT;KELLERANBEQ;KIADIMUNDI;MACEWINDU;72;440;40.72;Season 72 - 5v5;;
CHIEFCHIRPA;LOGRAY;PAPLOO;PRINCESSKNEESAA;WICKET;100;193;63.73;Season 72 - 5v5;;
CHIEFCHIRPA;LOGRAY;PAPLOO;PRINCESSKNEESAA;WICKET;100;193;63.73;Season 72 - 5v5;;
CHIEFCHIRPA;EWOKELDER;PAPLOO;PRINCESSKNEESAA;WICKET;100;130;64.58;Season 72 - 5v5;;
CHIEFCHIRPA;LOGRAY;PAPLOO;PRINCESSKNEESAA;WICKET;99;594;60.88;Season 72 - 5v5;;
CHIEFCHIRPA;EWOKELDER;PAPLOO;PRINCESSKNEESAA;WICKET;99;263;61.17;Season 72 - 5v5;;
CHIEFCHIRPA;LOGRAY;PAPLOO;PRINCESSKNEESAA;WICKET;99;232;63.81;Season 72 - 5v5;;
CHIEFCHIRPA;LOGRAY;PAPLOO;PRINCESSKNEESAA;WICKET;99;145;64.05;Season 72 - 5v5;;
CHIEFCHIRPA;EWOKELDER;LOGRAY;PRINCESSKNEESAA;WICKET;98;192;60.14;Season 72 - 5v5;;
CHIEFCHIRPA;LOGRAY;PAPLOO;PRINCESSKNEESAA;WICKET;98;175;63.47;Season 72 - 5v5;;
CHIEFCHIRPA;EWOKELDER;LOGRAY;PAPLOO;PRINCESSKNEESAA;98;104;59.89;Season 72 - 5v5;;
CHIEFCHIRPA;EWOKELDER;PAPLOO;PRINCESSKNEESAA;WICKET;97;141;62.35;Season 72 - 5v5;;
DARTHREVAN;SITHMARAUDER;SITHPALPATINE;WATTAMBOR;DARTHMALGUS;100;224;64.94;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;99;161;52.71;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;DARTHTALON;99;148;63.84;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;DARTHTALON;99;120;63.38;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;99;109;61.94;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;99;101;63.48;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;98;418;53.78;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;98;117;53.77;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;98;170;63.82;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;98;789;63.08;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;98;103;53.39;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;97;603;62.9;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHASSASSIN;96;141;60.27;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;96;169;51.54;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;96;225;62.76;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;94;880;61.43;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;DARTHTALON;94;290;58.32;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHTROOPER;94;150;58.99;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;93;1831;58.13;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHMARAUDER;92;223;60.15;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;HK47;87;237;49.79;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHREVAN;SITHMARAUDER;SITHTROOPER;82;151;46.63;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHREVAN;SITHASSASSIN;SITHMARAUDER;80;140;45.92;Season 72 - 5v5;;
DARTHMALGUS;BASTILASHANDARK;DARTHMALAK;DARTHREVAN;SITHTROOPER;72;288;40.79;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;100;366;64.14;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;100;366;64.14;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;99;736;63.64;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;99;553;63.76;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;99;442;62.98;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;99;447;63.64;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;99;1403;64.05;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;99;1063;64.31;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;99;361;62.22;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;98;1338;62.03;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;97;948;61.63;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;EMBO;KRRSANTAN;95;345;57.53;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;93;1444;58.93;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;93;584;60.61;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;92;1881;57.4;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;89;491;56.52;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;88;411;55.77;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;88;658;57.32;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;87;683;55.16;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;87;3507;52.87;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;85;279;54.96;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;84;2528;50.9;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;81;353;50.97;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;80;376;52.24;Season 72 - 5v5;;
JABBATHEHUTT;BOUSHH;EMBO;KRRSANTAN;UNDERCOVERLANDO;77;309;49.9;Season 72 - 5v5;;
JABBATHEHUTT;BOBAFETT;BOUSHH;KRRSANTAN;UNDERCOVERLANDO;70;443;46.32;Season 72 - 5v5;;
DARTHTALON;SAVAGEOPRESS;SUPREMELEADERKYLOREN;DARKREY;FOSITHTROOPER;100;157;67.99;Season 72 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;100;131;64.13;Season 72 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;100;119;63.87;Season 72 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;99;674;63.49;Season 72 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;99;204;53.87;Season 72 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;95;103;60.17;Season 72 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;90;159;53.93;Season 72 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;80;185;48.45;Season 72 - 5v5;;
DARTHTRAYA;DARTHNIHILUS;DARTHSION;DARTHTALON;SAVAGEOPRESS;80;127;47.87;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;100;300;64.53;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;100;300;64.53;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;100;254;64.42;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;MOFFGIDEONS1;NIGHTTROOPER;100;246;64.06;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;100;178;64.77;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;100;155;62.54;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;100;126;64.79;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;100;125;65;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;NIGHTTROOPER;SCOUTTROOPER_V3;100;116;64.99;Season 72 - 5v5;;
MOFFGIDEONS3;DARKTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;100;110;64.71;Season 72 - 5v5;;
MOFFGIDEONS3;DARKTROOPER;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;100;107;63.64;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;NIGHTTROOPER;SCOUTTROOPER_V3;100;104;64.02;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;911;64.56;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;99;268;64;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;99;207;63.53;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;99;353;64.32;Season 72 - 5v5;;
MOFFGIDEONS3;DARKTROOPER;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;164;64.16;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;99;462;59.41;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;99;153;64.1;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;NIGHTTROOPER;SCOUTTROOPER_V3;99;305;63.49;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DARKTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;147;64.16;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;99;142;64.13;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;836;63.71;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;99;128;64.49;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;99;127;63.54;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;99;125;63.26;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;NIGHTTROOPER;SCOUTTROOPER_V3;99;116;63.41;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;99;108;63.61;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;98;194;63.79;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;MOFFGIDEONS1;NIGHTTROOPER;98;194;62.17;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;STORMTROOPER;98;175;58.46;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;MOFFGIDEONS1;NIGHTTROOPER;98;228;62.91;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;98;189;57.81;Season 72 - 5v5;;
MOFFGIDEONS3;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;98;258;58.21;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;97;440;62.57;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DARKTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;97;208;57.44;Season 72 - 5v5;;
MOFFGIDEONS3;CAPTAINENOCH;DEATHTROOPERPERIDEA;NIGHTTROOPER;SCOUTTROOPER_V3;97;326;61.45;Season 72 - 5v5;;
MOFFGIDEONS3;DARKTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;TIEFIGHTERPILOT;97;113;57.45;Season 72 - 5v5;;
MOFFGIDEONS3;DARKTROOPER;DEATHTROOPER;MOFFGIDEONS1;SCOUTTROOPER_V3;96;188;57.04;Season 72 - 5v5;;
FOSITHTROOPER;GENERALHUX;DARTHBANE;COUNTDOOKU;SUPREMELEADERKYLOREN;85;164;55.55;Season 72 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FOSITHTROOPER;GENERALHUX;KYLORENUNMASKED;77;165;45.5;Season 72 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FOSITHTROOPER;GENERALHUX;KYLORENUNMASKED;73;810;43.93;Season 72 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FOSITHTROOPER;GENERALHUX;KYLORENUNMASKED;71;170;42.1;Season 72 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FIRSTORDERSPECIALFORCESPILOT;FIRSTORDERTROOPER;GENERALHUX;71;200;41.71;Season 72 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FIRSTORDERSPECIALFORCESPILOT;GENERALHUX;KYLORENUNMASKED;70;582;42.44;Season 72 - 5v5;;
SUPREMELEADERKYLOREN;DARKREY;FIRSTORDERTROOPER;FOSITHTROOPER;GENERALHUX;70;190;41.13;Season 72 - 5v5;;
GLAHSOKATANO;GENERALSYNDULLA;HUYANG;PADAWANSABINE;WATTAMBOR;99;333;62.5;Season 72 - 5v5;;
GLAHSOKATANO;GENERALSYNDULLA;HUYANG;PADAWANSABINE;WATTAMBOR;99;333;62.5;Season 72 - 5v5;;
GLAHSOKATANO;CHOPPERS3;GENERALSYNDULLA;HUYANG;PADAWANSABINE;99;464;63.94;Season 72 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;99;4909;63.89;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;FULCRUMAHSOKA;GENERALSYNDULLA;PADAWANSABINE;98;737;63.12;Season 72 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;98;540;63.52;Season 72 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;98;507;62.65;Season 72 - 5v5;;
GLAHSOKATANO;GENERALSYNDULLA;HUYANG;PADAWANSABINE;WATTAMBOR;98;1289;63.63;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;98;1095;62.28;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;98;2003;62.49;Season 72 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;97;1269;61.47;Season 72 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;97;342;62.26;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;FULCRUMAHSOKA;HUYANG;PADAWANSABINE;97;1614;61.81;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;95;680;60.52;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;95;1223;60.26;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;94;271;60.38;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;FULCRUMAHSOKA;HUYANG;PADAWANSABINE;94;304;58.25;Season 72 - 5v5;;
GLAHSOKATANO;FULCRUMAHSOKA;GENERALSYNDULLA;HUYANG;PADAWANSABINE;92;575;59.36;Season 72 - 5v5;;
GLAHSOKATANO;EZRAEXILE;GENERALSYNDULLA;HUYANG;PADAWANSABINE;92;441;58;Season 72 - 5v5;;
